entry_date,exit_date,position,regime,entry_spread,exit_spread,pnl,carry_pnl,curve_pnl
2012-01-31,2012-02-29,bear_steepener,high_uncertainty,0.01781438159082961,0.019429664976292005,0.24765985169565347,-0.07539682539682539,0.32305667709247865
2012-02-29,2012-03-30,bear_steepener,high_uncertainty,0.019429664976292005,0.0183181542380004,-0.30960373495990795,-0.0873015873015873,-0.2223021476583209
2012-03-30,2012-04-27,bear_steepener,high_uncertainty,0.0183181542380004,0.0202140149142538,0.3037753098538548,-0.07539682539682539,0.37917213525067994
2012-04-27,2012-05-31,bear_steepener,high_uncertainty,0.0202140149142538,0.0230147112345081,0.4688694227810192,-0.09126984126984126,0.5601392640508601
2012-05-31,2012-06-29,bear_steepener,high_uncertainty,0.0230147112345081,0.02161600419772121,-0.3591064867224575,-0.07936507936507936,-0.2797414073573784
2012-06-29,2012-07-31,bear_steepener,high_uncertainty,0.02161600419772121,0.013944082284788495,-1.617717715919876,-0.08333333333333333,-1.5343843825865424
2012-07-31,2012-08-31,bear_steepener,high_uncertainty,0.013944082284788495,0.012089745764066698,-0.4621371454142005,-0.09126984126984126,-0.3708673041443594
2012-08-31,2012-09-28,bear_steepener,high_uncertainty,0.012089745764066698,0.0155099546940516,0.6086449606001553,-0.07539682539682539,0.6840417859969804
2012-09-28,2012-10-30,bear_steepener,high_uncertainty,0.0155099546940516,0.014124965869773992,-0.3603310981888549,-0.08333333333333333,-0.27699776485552163
2012-10-30,2012-11-30,bear_steepener,high_uncertainty,0.014124965869773992,0.020361095232371396,1.1678607931544014,-0.07936507936507936,1.2472258725194807
2012-11-30,2012-12-28,bear_steepener,high_uncertainty,0.020361095232371396,0.01694660872010839,-0.7543258738811721,-0.07142857142857142,-0.6828973024526008
2012-12-28,2013-01-30,bear_steepener,high_uncertainty,0.01694660872010839,0.019200101043048895,0.3713333852230215,-0.07936507936507936,0.4506984645881007
2013-01-30,2013-02-27,bear_steepener,high_uncertainty,0.019200101043048895,0.013091966718485698,-1.2930554363412108,-0.07142857142857142,-1.2216268649126392
2013-02-27,2013-03-28,bear_steepener,high_uncertainty,0.013091966718485698,0.014962581624791804,0.29078964792788814,-0.08333333333333333,0.37412298126122123
2013-03-28,2013-04-30,bear_steepener,high_uncertainty,0.014962581624791804,0.010118937537104897,-1.0560304048389695,-0.0873015873015873,-0.9687288175373818
2013-04-30,2013-05-31,bear_steepener,high_uncertainty,0.010118937537104897,0.014077714011290904,0.7084219615038684,-0.08333333333333333,0.7917552948372014
2013-05-31,2013-06-28,bear_steepener,high_uncertainty,0.014077714011290904,0.015210442563068999,0.14718063099054002,-0.07936507936507936,0.2265457103556191
2013-06-28,2013-07-30,bear_steepener,high_uncertainty,0.015210442563068999,0.0158885053997449,0.05227923400184742,-0.08333333333333333,0.13561256733518046
2013-07-30,2013-08-30,bear_steepener,high_uncertainty,0.0158885053997449,0.013617541695940302,-0.5454625820307608,-0.09126984126984126,-0.45419274076091976
2013-08-30,2013-09-30,bear_steepener,high_uncertainty,0.013617541695940302,0.012765808767692705,-0.2536799189828526,-0.08333333333333333,-0.17034658564951954
2013-09-30,2013-10-31,bear_steepener,high_uncertainty,0.012765808767692705,0.008924412249381494,-0.8595491449320833,-0.09126984126984126,-0.7682793036622422
2013-10-31,2013-11-29,bear_steepener,high_uncertainty,0.008924412249381494,0.015162081447807702,1.1721370142884162,-0.07539682539682539,1.2475338396852413
2013-11-29,2013-12-27,bear_steepener,high_uncertainty,0.015162081447807702,0.020224605008660496,0.9410761407419876,-0.07142857142857142,1.0125047121705588
2013-12-27,2014-01-31,bear_steepener,high_uncertainty,0.020224605008660496,0.00795101023033809,-2.5459887969343225,-0.09126984126984126,-2.4547189556644806
2014-01-31,2014-02-28,bear_steepener,high_uncertainty,0.00795101023033809,0.007285306853573703,-0.21250575471795663,-0.07936507936507936,-0.13314067535287755
2014-02-28,2014-03-28,bear_steepener,high_uncertainty,0.007285306853573703,0.005615960853678992,-0.40529777140751355,-0.07142857142857142,-0.33386919997894227
2014-03-28,2014-04-30,bear_steepener,high_uncertainty,0.005615960853678992,0.0036688078543146013,-0.47276393320621113,-0.08333333333333333,-0.3894305998728781
2014-04-30,2014-05-30,bear_steepener,high_uncertainty,0.0036688078543146013,0.0044294381109361985,0.06879271799098628,-0.08333333333333333,0.15212605132431944
2014-05-30,2014-06-30,bear_steepener,high_uncertainty,0.0044294381109361985,0.009527043151256603,0.9441241826672558,-0.07539682539682539,1.019521008064081
2014-06-30,2014-07-31,bear_steepener,high_uncertainty,0.009527043151256603,0.006858968103533106,-0.6209165968462868,-0.0873015873015873,-0.5336150095446995
2014-07-31,2014-08-29,bear_steepener,high_uncertainty,0.006858968103533106,-0.0027589648470393996,-2.006919923447834,-0.08333333333333333,-1.923586590114501
2014-08-29,2014-09-30,bear_steepener,high_uncertainty,-0.0027589648470393996,-0.0019003151462761853,0.08442835285105588,-0.0873015873015873,0.17172994015264287
2014-09-30,2014-10-31,bear_steepener,high_uncertainty,-0.0019003151462761853,-0.006791448236110886,-1.069496459236781,-0.09126984126984126,-0.9782266179669402
2014-10-31,2014-11-28,bear_steepener,high_uncertainty,-0.006791448236110886,-0.01052817498221259,-0.8227421746171659,-0.07539682539682539,-0.7473453492203408
2014-11-28,2014-12-29,bear_steepener,high_uncertainty,-0.01052817498221259,-0.007492547092776483,0.5317287524903961,-0.07539682539682539,0.6071255778872212
2014-12-29,2015-01-30,bear_steepener,high_uncertainty,-0.007492547092776483,-0.008636598355878211,-0.3161118399219326,-0.0873015873015873,-0.2288102526203456
2015-01-30,2015-02-27,bear_steepener,high_uncertainty,-0.008636598355878211,-0.007787316362877189,0.09842782717163323,-0.07142857142857142,0.1698563986002044
2015-02-27,2015-03-31,bear_steepener,high_uncertainty,-0.007787316362877189,-0.006824029128629006,0.10535585954804949,-0.0873015873015873,0.1926574468496367
2015-03-31,2015-04-30,bear_steepener,high_uncertainty,-0.006824029128629006,-0.010332603870324392,-0.7810800277041563,-0.07936507936507936,-0.7017149483390772
2015-04-30,2015-05-29,bear_steepener,high_uncertainty,-0.010332603870324392,-0.01215151585051881,-0.4431474754039627,-0.07936507936507936,-0.3637823960388836
2015-05-29,2015-06-30,bear_steepener,high_uncertainty,-0.01215151585051881,-0.017117930259291203,-1.0766162150878118,-0.08333333333333333,-0.9932828817544788
2015-06-30,2015-07-31,bear_steepener,high_uncertainty,-0.017117930259291203,-0.002818049739319317,2.7726745166927897,-0.0873015873015873,2.859976103994377
2015-07-31,2015-08-28,bear_steepener,high_uncertainty,-0.002818049739319317,0.0016592304946138892,0.816090967421562,-0.07936507936507936,0.8954560467866413
2015-08-28,2015-09-30,bear_steepener,high_uncertainty,0.0016592304946138892,-0.003231914259511498,-1.0655305381266644,-0.0873015873015873,-0.9782289508250774
2015-09-30,2015-10-29,bear_steepener,high_uncertainty,-0.003231914259511498,0.002031125829257796,0.9732429383887797,-0.07936507936507936,1.0526080177538588
2015-10-29,2015-11-30,bear_steepener,high_uncertainty,0.002031125829257796,-0.005141882807984305,-1.5139668068134993,-0.07936507936507936,-1.4346017274484202
2015-11-30,2015-12-29,bear_steepener,high_uncertainty,-0.005141882807984305,-0.0018142883541167887,0.5901220653766781,-0.07539682539682539,0.6655188907735032
2015-12-29,2016-01-29,bear_steepener,high_uncertainty,-0.0018142883541167887,0.013432290820634796,2.969950755585237,-0.07936507936507936,3.049315834950317
2016-01-29,2016-02-26,bear_steepener,high_uncertainty,0.013432290820634796,0.018269160248505195,0.8959453141455087,-0.07142857142857142,0.9673738855740799
2016-02-26,2016-03-30,bear_steepener,high_uncertainty,0.018269160248505195,0.00562829646489571,-2.615474344023484,-0.0873015873015873,-2.5281727567218972
2016-03-30,2016-04-29,bear_steepener,high_uncertainty,0.00562829646489571,0.0010170711949732958,-1.005578387317816,-0.08333333333333333,-0.9222450539844829
2016-04-29,2016-05-31,bear_steepener,high_uncertainty,0.0010170711949732958,0.006156936649290207,0.944639757530049,-0.08333333333333333,1.0279730908633822
2016-05-31,2016-06-29,bear_steepener,high_uncertainty,0.006156936649290207,-0.0021117178246002066,-1.7370642281114157,-0.08333333333333333,-1.6537308947780827
2016-06-29,2016-07-29,bear_steepener,high_uncertainty,-0.0021117178246002066,-0.003940345671030687,-0.4530271565876831,-0.0873015873015873,-0.3657255692860961
2016-07-29,2016-08-31,bear_steepener,high_uncertainty,-0.003940345671030687,-0.001552533924783897,0.3862925079795171,-0.09126984126984126,0.47756234924935803
2016-08-31,2016-09-30,bear_steepener,high_uncertainty,-0.001552533924783897,0.0025245190822101027,0.7320772680654667,-0.08333333333333333,0.8154106013988002
2016-09-30,2016-10-31,bear_steepener,high_uncertainty,0.0025245190822101027,-0.000873682010244195,-0.7590052978559388,-0.07936507936507936,-0.6796402184908598
2016-10-31,2016-11-28,bear_steepener,high_uncertainty,-0.000873682010244195,0.009615396738676701,2.026387178355608,-0.07142857142857142,2.09781574978418
2016-11-28,2016-12-27,bear_steepener,high_uncertainty,0.009615396738676701,0.011762332362402109,0.3460537914117481,-0.08333333333333333,0.4293871247450811
2016-12-27,2017-01-31,bear_steepener,high_uncertainty,0.011762332362402109,0.012496293914645393,0.0555224691788157,-0.09126984126984126,0.14679231044865682
2017-01-31,2017-02-24,bear_steepener,high_uncertainty,0.012496293914645393,0.011049529254092597,-0.3607815035391304,-0.07142857142857142,-0.28935293211055924
2017-02-24,2017-03-31,bear_steepener,high_uncertainty,0.011049529254092597,0.012402224472794807,0.17926920247060107,-0.09126984126984126,0.270539043740442
2017-03-31,2017-04-28,bear_steepener,high_uncertainty,0.012402224472794807,0.01588718108810301,0.6255627516330696,-0.07142857142857142,0.6969913230616409
2017-04-28,2017-05-26,bear_steepener,high_uncertainty,0.01588718108810301,0.023799351248298795,1.5070372066423314,-0.07539682539682539,1.5824340320391566
2017-05-26,2017-06-30,bear_steepener,high_uncertainty,0.023799351248298795,0.023794863075151607,-0.09613572986753251,-0.09523809523809523,-0.0008976346294375936
2017-06-30,2017-07-28,bear_steepener,high_uncertainty,0.023794863075151607,0.0259683425099842,0.3553308076014394,-0.07936507936507936,0.4346958869665185
2017-07-28,2017-08-30,bear_steepener,high_uncertainty,0.0259683425099842,0.028101514837937505,0.33536462432082015,-0.09126984126984126,0.4266344655906612
2017-08-30,2017-09-29,bear_steepener,high_uncertainty,0.028101514837937505,0.02810048339344859,-0.0835396222311164,-0.08333333333333333,-0.00020628889778329107
2017-09-29,2017-10-30,bear_steepener,high_uncertainty,0.02810048339344859,0.028031937914726898,-0.0930741751094173,-0.07936507936507936,-0.013709095744338096
2017-10-30,2017-11-29,bear_steepener,high_uncertainty,0.028031937914726898,0.033185350044976594,0.9552856006531141,-0.07539682539682539,1.030682426049939
2017-11-29,2017-12-28,bear_steepener,high_uncertainty,0.033185350044976594,0.0343977905376327,0.1631230191661419,-0.07936507936507936,0.2424880985312211
2017-12-28,2018-01-31,bear_steepener,high_uncertainty,0.0343977905376327,0.025001480367262893,-1.9625953674072951,-0.08333333333333333,-1.8792620340739612
2018-01-31,2018-02-28,bear_steepener,high_uncertainty,0.025001480367262893,0.028259051047811096,0.5840538186493233,-0.06746031746031746,0.6515141361096405
2018-02-28,2018-03-28,bear_steepener,high_uncertainty,0.028259051047811096,0.030740260230894406,0.4168767572515829,-0.07936507936507936,0.4962418366166621
2018-03-28,2018-04-30,bear_steepener,high_uncertainty,0.030740260230894406,0.0343896514581179,0.6425766581431114,-0.0873015873015873,0.7298782454446983
2018-04-30,2018-05-30,bear_steepener,high_uncertainty,0.0343896514581179,0.041593310102108,1.3573983954646867,-0.08333333333333333,1.4407317287980197
2018-05-30,2018-06-29,bear_steepener,high_uncertainty,0.041593310102108,0.031034262116949887,-2.195142930364956,-0.08333333333333333,-2.1118095970316224
2018-06-29,2018-07-30,bear_steepener,high_uncertainty,0.031034262116949887,0.02997985872889239,-0.29024575697657873,-0.07936507936507936,-0.21088067761149965
2018-07-30,2018-08-31,bear_steepener,high_uncertainty,0.02997985872889239,0.032489409860134905,0.4066721310104081,-0.09523809523809523,0.5019102262485031
2018-08-31,2018-09-28,bear_steepener,high_uncertainty,0.032489409860134905,0.03284291452635721,-0.004695892152364378,-0.07539682539682539,0.07070093324446103
2018-09-28,2018-10-29,bear_steepener,high_uncertainty,0.03284291452635721,0.022730306854984894,-2.101886613639543,-0.07936507936507936,-2.0225215342744627
2018-10-29,2018-11-30,bear_steepener,high_uncertainty,0.022730306854984894,0.023897123567917303,0.15003000925314847,-0.08333333333333333,0.23336334258648173
2018-11-30,2018-12-28,bear_steepener,high_uncertainty,0.023897123567917303,0.026268957687793512,0.4029382525466707,-0.07142857142857142,0.4743668239752419
2018-12-28,2019-01-31,bear_steepener,high_uncertainty,0.026268957687793512,0.0247608668851272,-0.38495149386659544,-0.08333333333333333,-0.3016181605332624
2019-01-31,2019-02-28,bear_steepener,high_uncertainty,0.0247608668851272,0.022947885903264298,-0.44196127573765953,-0.07936507936507936,-0.36259619637258045
2019-02-28,2019-03-29,bear_steepener,high_uncertainty,0.022947885903264298,0.021694066321220812,-0.32616074180552246,-0.07539682539682539,-0.2507639164086972
2019-03-29,2019-04-30,bear_steepener,high_uncertainty,0.021694066321220812,0.021110820238539496,-0.19998254986959624,-0.08333333333333333,-0.11664921653626315
2019-04-30,2019-05-31,bear_steepener,high_uncertainty,0.021110820238539496,0.022935685514668,0.2776714679241137,-0.0873015873015873,0.3649730552257008
2019-05-31,2019-06-28,bear_steepener,high_uncertainty,0.022935685514668,0.0181983632999088,-1.022861268348665,-0.07539682539682539,-0.94746444295184
2019-06-28,2019-07-29,bear_steepener,high_uncertainty,0.0181983632999088,0.019791167663364605,0.23919579332608154,-0.07936507936507936,0.3185608726911607
2019-07-29,2019-08-30,bear_steepener,high_uncertainty,0.019791167663364605,0.0196076017484517,-0.13195127822067632,-0.09523809523809523,-0.036713182982581194
2019-08-30,2019-09-30,bear_steepener,high_uncertainty,0.0196076017484517,0.021385959447089105,0.27233820639414796,-0.08333333333333333,0.3556715397274811
2019-09-30,2019-10-31,bear_steepener,high_uncertainty,0.021385959447089105,0.0191526445031416,-0.5379328300593418,-0.09126984126984126,-0.44666298878950067
2019-10-31,2019-11-29,bear_steepener,high_uncertainty,0.0191526445031416,0.019303196112837,-0.04528650345774586,-0.07539682539682539,0.03011032193907942
2019-11-29,2019-12-30,bear_steepener,high_uncertainty,0.019303196112837,0.018285921546098705,-0.278851738744484,-0.07539682539682539,-0.20345491334765875
2019-12-30,2020-01-31,bear_steepener,high_uncertainty,0.018285921546098705,0.019248136531668993,0.10514140981247037,-0.0873015873015873,0.1924429971140576
2020-01-31,2020-02-28,bear_steepener,high_uncertainty,0.019248136531668993,0.024021394708384297,0.8832230639144896,-0.07142857142857142,0.954651635343061
2020-02-28,2020-03-31,bear_steepener,high_uncertainty,0.024021394708384297,0.043092451883272896,3.726909847676133,-0.0873015873015873,3.81421143497772
2020-03-31,2020-04-30,bear_steepener,high_uncertainty,0.043092451883272896,0.0442198819791555,0.1461209398114422,-0.07936507936507936,0.22548601917652128
2020-04-30,2020-05-29,bear_steepener,high_uncertainty,0.0442198819791555,0.0419075327966294,-0.5418349158703,-0.07936507936507936,-0.46246983650522056
2020-05-29,2020-06-30,bear_steepener,high_uncertainty,0.0419075327966294,0.0394362853254029,-0.5775828275786328,-0.08333333333333333,-0.49424949424529957
2020-06-30,2020-07-31,bear_steepener,high_uncertainty,0.0394362853254029,0.0356947767250955,-0.839571561331321,-0.09126984126984126,-0.7483017200614799
2020-07-31,2020-08-31,bear_steepener,high_uncertainty,0.0356947767250955,0.0419135571634521,1.160422754337987,-0.08333333333333333,1.2437560876713207
2020-08-31,2020-09-30,bear_steepener,high_uncertainty,0.0419135571634521,0.0447560457342053,0.4851643808173066,-0.08333333333333333,0.5684977141506399
2020-09-30,2020-10-30,bear_steepener,high_uncertainty,0.0447560457342053,0.0352166524823703,-1.9912119837003346,-0.08333333333333333,-1.907878650367001
2020-10-30,2020-11-30,bear_steepener,high_uncertainty,0.0352166524823703,0.0356007234028983,-0.0025508952594789774,-0.07936507936507936,0.0768141841056002
2020-11-30,2020-12-30,bear_steepener,high_uncertainty,0.0356007234028983,0.026263833625942902,-1.9467430347561592,-0.07936507936507936,-1.8673779553910796
2020-12-30,2021-01-29,bear_steepener,high_uncertainty,0.026263833625942902,0.0252024095531911,-0.2876816399471857,-0.07539682539682539,-0.21228481455036058
2021-01-29,2021-02-26,bear_steepener,high_uncertainty,0.0252024095531911,0.025214558277778104,-0.06899882651117029,-0.07142857142857142,0.0024297449174009444
2021-02-26,2021-03-31,bear_steepener,high_uncertainty,0.025214558277778104,0.0239575388378796,-0.34267372924954187,-0.09126984126984126,-0.2514038879797009
2021-03-31,2021-04-30,bear_steepener,high_uncertainty,0.0239575388378796,0.020597982594506695,-0.7512763280396602,-0.07936507936507936,-0.671911248674581
2021-04-30,2021-05-31,bear_steepener,high_uncertainty,0.020597982594506695,0.014094375052483801,-1.3840548417379115,-0.08333333333333333,-1.3007215084045787
2021-05-31,2021-06-30,bear_steepener,high_uncertainty,0.014094375052483801,0.010499452405311194,-0.8023178627678544,-0.08333333333333333,-0.7189845294345214
2021-06-30,2021-07-30,bear_steepener,high_uncertainty,0.010499452405311194,0.008342396381381803,-0.5147445381192112,-0.08333333333333333,-0.43141120478587813
2021-07-30,2021-08-31,bear_steepener,high_uncertainty,0.008342396381381803,0.010133360163447,0.2708911691114523,-0.0873015873015873,0.3581927564130394
2021-08-31,2021-09-29,bear_steepener,high_uncertainty,0.010133360163447,0.009562482897072108,-0.1935405326400575,-0.07936507936507936,-0.11417545327497836
2021-09-29,2021-10-29,bear_steepener,high_uncertainty,0.009562482897072108,-0.010493790505675199,-4.094588013882795,-0.08333333333333333,-4.011254680549461
2021-10-29,2021-11-30,bear_steepener,high_uncertainty,-0.010493790505675199,-0.013429700055506588,-0.666546989331357,-0.07936507936507936,-0.587181909966278
2021-11-30,2021-12-30,bear_steepener,high_uncertainty,-0.013429700055506588,-0.014650391609296404,-0.32747164409129625,-0.08333333333333333,-0.24413831075796322
2021-12-30,2022-01-31,bear_steepener,high_uncertainty,-0.014650391609296404,-0.014365042671379905,-0.02626354575003309,-0.08333333333333333,0.05706978758329995
2022-01-31,2022-02-25,bear_steepener,high_uncertainty,-0.014365042671379905,-0.015635392950609894,-0.329466881242823,-0.07539682539682539,-0.25407005584599773
2022-02-25,2022-05-02,bear_steepener,high_uncertainty,-0.015635392950609894,-0.012495030868637597,0.46140574972779347,-0.16666666666666666,0.6280724163944595
2022-05-02,2022-05-16,bear_steepener,high_uncertainty,-0.012495030868637597,-0.01484086866114899,-0.5088500981848183,-0.03968253968253968,-0.46916755850227865
2022-05-16,2022-05-31,bear_steepener,high_uncertainty,-0.01484086866114899,-0.01009812101938741,0.9048987347015225,-0.04365079365079365,0.948549528352316
2022-05-31,2022-07-29,bear_steepener,high_uncertainty,-0.01009812101938741,-0.005265259998027003,0.7999055376054153,-0.16666666666666666,0.9665722042720815
2022-07-29,2022-08-31,bear_steepener,high_uncertainty,-0.005265259998027003,-0.007719375066576703,-0.5820928549797814,-0.09126984126984126,-0.49082301370993997
2022-08-31,2022-09-30,bear_steepener,high_uncertainty,-0.007719375066576703,-0.002779370211087012,0.9046676377646051,-0.08333333333333333,0.9880009710979382
2022-09-30,2022-10-31,bear_steepener,high_uncertainty,-0.002779370211087012,-0.004639521857802795,-0.4513954087082356,-0.07936507936507936,-0.3720303293431565
2022-10-31,2022-11-30,bear_steepener,high_uncertainty,-0.004639521857802795,-0.011949782976120399,-1.5414173030286,-0.07936507936507936,-1.462052223663521
2022-11-30,2022-12-29,bear_steepener,high_uncertainty,-0.011949782976120399,0.0003538097266617968,2.377385207223106,-0.08333333333333333,2.4607185405564396
2022-12-29,2023-01-30,bear_steepener,high_uncertainty,0.0003538097266617968,0.0011254609596819953,0.07099691327070677,-0.08333333333333333,0.15433024660403982
2023-01-30,2023-02-28,bear_steepener,high_uncertainty,0.0011254609596819953,0.008210100538688994,1.3415310904045743,-0.07539682539682539,1.4169279158013994
2023-02-28,2023-03-31,bear_steepener,high_uncertainty,0.008210100538688994,0.009416829507528993,0.15007595249815864,-0.09126984126984126,0.2413457937679998
2023-03-31,2023-04-28,bear_steepener,high_uncertainty,0.009416829507528993,0.004668868642792395,-1.0210207443758907,-0.07142857142857142,-0.9495921729473195
2023-04-28,2023-05-31,bear_steepener,high_uncertainty,0.004668868642792395,0.004488145397367804,-0.12344623638650525,-0.0873015873015873,-0.03614464908491821
2023-05-31,2023-06-30,bear_steepener,high_uncertainty,0.004488145397367804,0.007288939848283202,0.4768255568497465,-0.08333333333333333,0.5601588901830795
2023-06-30,2023-07-28,bear_steepener,high_uncertainty,0.007288939848283202,0.010858650770801503,0.6345771051385811,-0.07936507936507936,0.7139421845036603
2023-07-28,2023-08-31,bear_steepener,high_uncertainty,0.010858650770801503,0.015558786759737098,0.8447891025490238,-0.09523809523809523,0.9400271977871187
2023-08-31,2023-09-29,bear_steepener,high_uncertainty,0.015558786759737098,0.0141979522659708,-0.3515319781183385,-0.07936507936507936,-0.2721668987532594
2023-09-29,2023-11-08,bear_steepener,high_uncertainty,0.0141979522659708,0.0094903261932901,-1.0446998177107432,-0.10317460317460317,-0.9415252145361402
2023-11-08,2023-12-06,bear_steepener,high_uncertainty,0.0094903261932901,0.011176508492619391,0.26183963446903324,-0.07539682539682539,0.3372364598658584
2023-12-06,2024-01-05,bear_steepener,high_uncertainty,0.011176508492619391,0.012048355845154499,0.09897264511019609,-0.07539682539682539,0.17436947050702145
2024-01-05,2024-02-07,bear_steepener,high_uncertainty,0.012048355845154499,0.0127106690607834,0.041192801855939126,-0.09126984126984126,0.13246264312578027
2024-02-07,2024-03-07,bear_steepener,high_uncertainty,0.0127106690607834,0.012650247065988399,-0.08748122435582555,-0.07539682539682539,-0.012084398959000264
2024-03-07,2024-04-05,bear_steepener,high_uncertainty,0.012650247065988399,0.015183589528870098,0.42730341321126053,-0.07936507936507936,0.5066684925763398
2024-04-05,2024-05-06,bear_steepener,high_uncertainty,0.015183589528870098,0.012399748146696005,-0.6361333557998978,-0.07936507936507936,-0.5567682764348187
2024-05-06,2024-05-29,bear_steepener,high_uncertainty,0.012399748146696005,0.011624179766779999,-0.22257399344351847,-0.06746031746031746,-0.15511367598320114
2024-05-29,2024-06-28,bear_steepener,high_uncertainty,0.011624179766779999,0.007085423041921085,-0.9910846783051158,-0.08333333333333333,-0.9077513449717828
2024-06-28,2024-07-29,bear_steepener,high_uncertainty,0.007085423041921085,0.0013397351313630956,-1.2324709154449311,-0.08333333333333333,-1.1491375821115979
2024-07-29,2024-08-30,bear_steepener,high_uncertainty,0.0013397351313630956,0.000507399643578002,-0.26170519279511395,-0.09523809523809523,-0.16646709755701894
2024-08-30,2024-09-30,bear_steepener,high_uncertainty,0.000507399643578002,-0.0038098761356177846,-0.9467884891724904,-0.08333333333333333,-0.8634551558391573
2024-09-30,2024-11-11,bear_steepener,high_uncertainty,-0.0038098761356177846,-0.010089934149832697,-1.3750592218906013,-0.11904761904761904,-1.2560116028429824
2024-11-11,2024-11-29,bear_steepener,high_uncertainty,-0.010089934149832697,-0.012036545953230088,-0.43694140829852574,-0.047619047619047616,-0.38932236067947823
2024-11-29,2024-12-30,bear_steepener,high_uncertainty,-0.012036545953230088,-0.014208224690292814,-0.5097325728093705,-0.07539682539682539,-0.4343357474125453
2024-12-30,2025-01-31,bear_steepener,high_uncertainty,-0.014208224690292814,-0.010560652997344488,0.6422127512880782,-0.0873015873015873,0.7295143385896652
2025-01-31,2025-03-14,bear_steepener,high_uncertainty,-0.010560652997344488,-0.0029602531865642046,1.408968851044946,-0.1111111111111111,1.5200799621560568
2025-03-14,2025-04-08,bear_steepener,high_uncertainty,-0.0029602531865642046,0.001668315113923402,0.8582533426372041,-0.06746031746031746,0.9257136600975213
2025-04-08,2025-04-30,bear_steepener,high_uncertainty,0.001668315113923402,-0.0006163866409476249,-0.5124959065297607,-0.05555555555555555,-0.4569403509742054
2025-04-30,2025-05-30,bear_steepener,high_uncertainty,-0.0006163866409476249,-0.004101183330720792,-0.7802926712879665,-0.08333333333333333,-0.6969593379546335
2025-05-30,2025-06-30,bear_steepener,high_uncertainty,-0.004101183330720792,-0.009684263077983202,-1.195981028817561,-0.07936507936507936,-1.1166159494524819
2025-06-30,2025-07-31,bear_steepener,high_uncertainty,-0.009684263077983202,-0.004629846685621303,0.9196134372025389,-0.09126984126984126,1.0108832784723798
2025-07-31,2025-08-29,bear_steepener,high_uncertainty,-0.004629846685621303,0.0005991017282079014,0.9624563494325078,-0.08333333333333333,1.0457896827658408
2025-08-29,2025-09-30,bear_steepener,high_uncertainty,0.0005991017282079014,-0.00014099182407550925,-0.23532029775826913,-0.0873015873015873,-0.14801871045668213
2025-09-30,2025-10-31,bear_steepener,high_uncertainty,-0.00014099182407550925,0.004440802358061713,0.8250889951576035,-0.09126984126984126,0.9163588364274444
2025-10-31,2025-11-28,bear_steepener,high_uncertainty,0.004440802358061713,0.006125028094333393,0.26144832185751077,-0.07539682539682539,0.336845147254336
2025-11-28,2025-12-30,bear_steepener,high_uncertainty,0.006125028094333393,0.009192295848373389,0.5340884714429199,-0.07936507936507936,0.6134535508079991
2025-12-30,2026-01-30,bear_steepener,high_uncertainty,0.009192295848373389,0.010775970199282281,0.23340153684844528,-0.08333333333333333,0.3167348701817785
2026-01-30,2026-02-27,bear_steepener,high_uncertainty,0.010775970199282281,0.011116284509811003,-0.00336570932282676,-0.07142857142857142,0.06806286210574441
